Smiles,NumAtoms
Cc1c2c3c(c4c(=O)c14)C([O-])([O-])CC(C)(C)S(=O)(=O)C(C(C(=O)[O-])=C([O-])OC2=O)C31CC[NH+]2CC(=O)CCC21,38
C=CN=C(NC=CC=CC)OC,11
CCS(=O)(=O)c1cccc(C(F)(F)F)c1C,15
O=C1N=C(F)Cc2ccc3n(c2=O)C(=O)N(c2c4cc(Cl)nc2O4)CC(c2ccccc2)=C13,32
Cc1nc2c(s1)C(=O)N1C2=S(c2ccccc2Cl)OC2CCCC[NH+]2CC1C,27
CN=CNC(C)COC=CC=COC,13
CNCCNCC=CC=C[N+](=O)[O-],12
CC(=O)NCC=CC=C(F)CN,11
CCc1cncc(NCc2ccccc2-n2cccc2)c1[N+](=O)[O-],23
CCCCNC(=O)CC,8
CC=CC=CCNC(=O)C(=O)NC=CC=CC,16
C=CC=CNC(C)=O,7
CCCC(C)C(C)C(NC(C)C)C(=O)[O-],14
NCC=CCNC=O,7
CC1CC(N2C(=O)C(C#N)=C(c3ccc(Cl)cc3Cl)C2=O)C(C)(O)C1C,25
CC=CC=CCCC(=O)NCC(=O)NCC=CC=NC,19
CC=CC=COCC,7
CCCNS(=O)(=O)C=CC=CC(C)=O,13
CCNC(=O)NC1(C(F)(F)F)C2C=CC(=O)C21C1(c2ccccc2F)C(=O)C2CCCCN2C1=O,34
COC=CC=CNC=O,8
CC1CCOC2(CN1C(=O)CC(C)n1ccc3ccccc3c1=O)OCCO2,27
C=Cn1nc(C)nc1C(C)CNC(=O)c1n[nH]c2c1CCCCC2,23
CCC(=O)N(C)CC,7
CCC(CC1=c2ccccc2=[NH+]C1)C(=O)OC,16
CC=CNC(=O)C(C)=CC(O)=C1OC(COC)C1CN1C=CC=CC=[NH+]1,25
O=C[O-],24
Cc1nn(-c2ccc(C(=O)[O-])cc2)c(C)c1CNC(=S)Nc1ccccc1C(C)C1=NC(=N)C2CC2C1,36
CCNC=CNC=O,7
CC(=O)C=C(C)CC(=O)NC=CC=CC[SH](=O)=O,17
COCCC1(C)CC[NH+](CC2CC2)C1,13
CCC(C)(NC(=O)N(CC1CCCO1)C(=O)c1ccccn1)C1=Nc2c(Cl)cc(c3c(=O)c23)S1,33
CCOC,3
C=CC(C)CNC(=O)N(C)Cc1nnc2ccccn12,19
CCOc1cccc(C(=O)N(c2cccnc2)C(C#N)C2CCS(=O)(=O)C2)c1C=O,29
COC(C)C1(Cl)CC1CC(C)(CN1C(=O)c2nnn(-c3ccc(C(F)(F)F)cc3OC#N)c2C1=O)C(=O)[O-],37
C=CCNS(=O)(=O)CC(C)(C)C,11
CC(C)C=CC=CCCNC(=O)C(N)=O,14
CC1=C2CC34CC5CN6CC[NH+]5Cc5c(O)cccc5N(C)CC2=C3C2=C3c5sc1c(c54)CC2c1cc[nH+]c6c13,39
CNC(C)(NC(=O)C[NH+]1CCCCC1)C(=O)N1CCc2ccc(Cl)cc2C1,26
CC=CCO,4
CC12Cc3cc(S(=O)(=O)NC4CCSC(C5CC5)C4)c(cc3NC1=O)-c1c(Cl)cc(c3c1OCCO3)O2,36
C=C(Cl)C=Cc1nn2c(c1C(=O)[O-])N=C(SCc1nc(C)no1)Nc1cc(F)ccc1-2,30
CCCc1c(C(=O)Nc2ccc(NC3CCN(c4ncccn4)C3)cc2[N+](=O)[O-])c(C)nn1CC,34
CCCN(CC(C)O)C(C)C[NH+]1CCCCCC1,17
Cn1c(C(=NNC(=O)c2cccnc2C(F)(F)F)c2cccnc2)ccc1-c1cncnc1,32
CCC=O,3
CCNC=[NH+]C,5
Cc1nn2c(c1Cl)C(C=CC=CO)[NH+](Cc1cc(F)ccc1Br)CC2,24
CC1(C)Oc2ccc(c3c2OC2N(N[N-]N=Nc4cc5ccccc5s4)C(=O)C32C(=O)S2(O)CC2C(=O)[O-])C1=O,39
CCCc1ccccc1OC,10
Cc1cc(C)n2nc(OCCN3C(=O)C4CC(C)c5c(cccc53)C3C(C=O)C4(C)OC34CO4)nc2c1,36
COc1ccc(CNc2ccc(NC(=O)N3CCCN(C(C)=O)C(C4C(=O)CCC4C)C3)cc2)cc1,35
COc1cc(OC)c(C(=O)NC=CC=CSN)cc1OC,20
CC1Cc2cc(cc3c2OCO3)CC(=O)NC1(CC1COCCO1)c1ccc(-n2cncn2)cc1,34
CC=COc1c2ccc(F)c1-c1cc(N3CCN(C(=O)c4cccc(Br)c4)CC3)c(c(Br)c1[N+](=O)[O-])O2,36
CC1CCC(O)(C2CC2c2cc(C(F)(F)F)ccc2CONC(=O)Nc2cccc(C#N)c2F)C1C,35
CC1=CC23C=C2CC2CC4=C(C5=Cc6c(S(=O)(=O)N(C)CCS(C)(=O)=O)sc(Br)c6-c6cc5c(o6)C4)C13C2,37
CC(N)=O,3
CS(=O)(=O)C=CC[NH3+],7
CCC(C#N)N(C(=O)N1CC(O)C(OC2CCCC2)C1(C)C)C(C)(CC)CCO,28
Cc1cc2c(cc1C)C1(C)CC3(C)CC31N2C(C1CO1)N(CC(F)(F)F)C(=O)C[NH+]1CCN(c2cccc[nH+]2)CC1,40
CC(c1cccs1)N(C)C(=O)c1ccccc1N,17
C=CC=CNCC(C)N(C)C(=O)CN(C)CCC=CC,19
Cc1ccc(F)cc1S,8
CSc1cc2c(c3sc(NC(C)c4oc5ccccc5c4C)nc13)C1OC34OC(=O)CC13C(=O)C21CC14,36
C=CC=CCc1c(O)ccc2nc(Nc3ccccc3F)[nH]c(=O)c12,24
CC1CN(C(=O)NC2(C)C(COC3(OCC(=O)O)CCC3)C(=O)C2Cc2ccccc2)CC(C)O1,34
CC1=C(CNC(=O)NC(C)c2cccc(-n3cccn3)c2)Nc2nn1c1c2CCC(C)C1C1CC1,34
COC(=O)C12CCOC3(C(C)C1C)C(c1ccccc1O)N1CC[NH+](C([O-])S(=O)(=O)N4CC5(C)CCC45)CC1C23,39
CC=CC1CC1n1nc(-c2ccc(C(=O)[O-])cc2Br)n(C(C)C)c1=S,24
COC=CC=CCCNC(=O)NC(C=CC=CO)CO,19
CN(C(=O)C1(c2cccc(-c3nnn[nH]3)c2)C(=O)C2CC21)C(C=O)c1cc2ccc1o2,30
CC1CC(C)C(O)N(C(=O)C2CSCC[NH+]2Cc2cccs2)C1,22
CN(C)C(=O)CN1C(=O)NCC(C)(C)C1Oc1ccc(F)cc1C(F)(F)F,26
CNC(=O)CC(C)=CC(=O)OC,11
CCCNc1cc(F)c(F)c(N(C)C(=O)Cn2c(=O)[nH]c3ccc(Cl)cc3c2=O)c1Cl,30
CNC(=O)c1cc2sccc2[nH]1,11
CCCC,3
Cc1ccc(CNC(=O)CS(=O)Cc2ccccc2)cc1,20
CC=NN=CC[NH2+]CCC(=O)NNCC([O-])=N[SH]=O,18
CC1C=Cc2c(C=C3C(=O)NC4(CCC(N5CC[NH+](C)CC5)CC4)C3=O)ccc(c2OC2CCCO2)O1,36
CNC(COc1ccccc1)=NN=CN1CCCC1,18
CCCOC=CC=CCCNC(=O)C1CCCO1,17
CC=CC=CCCC(=O)OC,10
CCc1nc2cc3ccc2n1C(C(=O)N(C)CC1=Nc2nc(N)nn2C1=O)C3c1cccnc1,33
CC1=C(CN2C(=O)CCC2=O)S2=C3C4=C5CCC6N(S(=O)(=O)c7ccccc7Cl)CC6(C4=C3C(C)Br)N5C2=N1,38
CCC(C)CC(N)=O,7
Cc1ccc(C(=O)Oc2cc(N3CCCC3=O)c(O)c(C(=O)F)c2C(=O)NC([O-])c2ccc(F)cc2Cl)c(O)c1S,40
CC=CC=[NH+]C1CC1CCNC,11
CCC=O,3
COC=CC=CC=O,7
CCCN(C)C[NH3+],6
CC=CC1C2C3=C([O-])C(C)(C)N(c4ncnc(NC(C)CC#N)c4[N+](=O)[O-])C4(CCCS4)C312,32
Cc1nc2nc3ccc2n1CC1(CC2CC2)CCCC[NH+]1C3,21
CNC(=O)CCNC(=O)CN(CC=CC=COC)c1cccc(O)c1,24
CC1(C)CCN(CC2=CC=C(C(N)=O)C2)C1,15
CNC(=O)Nc1cccc(F)c1C,12
O=Cc1ccccc1,34
COC=CC=C(C)OCCNN=C(S)Sc1ccccn1,20
CC=COC,4
CCOC12CC3(C)C(C)CC1(C)CC32C1CCN(C(=O)CNC(=O)C2CCc3ccccc3C2)C(=O)C1OC(C)C,40
CNC=CC=CC(O)CC(=O)OC,12
COC=CC=CCC(C)CC(=O)OCC(C)O,16
COCC=CC=CC(C)NC(=O)NC(C)CC1CC1,18
CCC(C)(C)OC(=O)N1Cc2c(OC)cc(C3CC3)cc2OC2(COC=C(C3=CCNC3)C2F)O1,34
COc1cc(C(=O)N2CCCC(COc3ccncc3)C2)cc(OC)c1OCC12CCC(=CC3(C)CC31)O2,37
Cc1cccc(C)c1C(C)S(=O)(=O)N1C2=C(C#N)n3cccc3N(C)C(=N2)N1C1=CC2=C(Cl)C(F)=C1C2F,37
CC=NN,3
Cc1ccc(S(=O)(=O)N2CCC(C3=NN(C)C(=O)C4C[NH+](CCC(=O)CF)CCN34)CC2)c(Cl)c1,34
COCC(C)(NC(=O)C1CCC[NH+](Cc2ccc(OC(F)(F)F)cc2)C1)c1ccccc1OC,33
CNC(=O)CCC1[NH2+]Cc2cccnc21,14
CC1[NH2+]CCNC2C=C([N+](=O)[O-])c3c1ccc(c3F)C1C=CC(C)(C=C1F)C[NH+](C)C2,30
CCCC(C)CNC(=O)CC,10
CC=CCO,4
CC(=O)OCOC(C)Oc1ccc(C(=O)N(c2ccc(C)cc2O)C(C)C)c2c1OCCO2,32
CSCCOc1ccc(C=O)cc1C,13
CC1(C)C2CCSC1(Oc1ccccc1C(=O)OCC(=O)[O-])CC2,23
CC1(Cl)C(=O)C2(CC2)C(C(=O)[O-])(c2ccc([N+](=O)[O-])o2)C1(C)CS,23
CCNC(=O)C=CC=CNC=O,11
Cc1ccccc1C(CNC(=O)CCc1nc2ccccc2[nH]1)[NH+](C)C,25
C#C,12
C=CCNC(=O)CCn1c(C)nc2ccccc2c1=O,19
O=C[O-],17
CC(C)[NH+]1CCC2(CC3OC(C(O)OC4COCO4)=C4C=C3[SH]4C(C)C2)C1,26
COc1cccc2c1C=NC13C(=O)C4([O-])C([O-])(Br)CC1=CC=NC3=CC1([O-])C43C4=NOC(CN5CCOCC5)(O4)C213,40
Cc1ccc(NC(=O)CCN2CCN(Cc3cccc(F)c3)CC2)c(F)c1,26
COc1cc(C2CC(c3cccs3)N3N=C2C2C4CC(CC=C43)[NH+]2C)cc(OCF)c1OCC(=O)C([O-])(O)C(C)=O,40
CCC1=CC23CCC1N2C(=O)C3=C1Sc2ccccc2C1=NNC(=O)NCc1cn2ccsc2n1,34
CC=CC=CS(=O)(=O)NC(C)C=CC=C(C)NC(=O)c1ccccc1,24
O=[SH](=O)c1ccccc1,34
CCN(C)S(=O)(=O)CC=CC=COC,13
CC(=O)NCCNCC(C)Cc1ccc2ccccc2c1,20
CC(=O)NC=CNCC(=O)N1CCCCC1C,16
CC(=CSC(C1C(C)OC1O)C(C)([NH3+])C(F)(F)F)C1(C)CC[NH+](CCC(F)(F)F)C1,29
COc1cc(O)c(C(=O)C(S)C(C)[NH2+]CC2COc3ccccc3C2)c(C2=C(O)C(=O)OC2=O)c1OC(F)(F)F,39
CC=CC=CCOC(C)C,9
CC[NH2+]C(C)C1=CC=CC(=O)C1C,12
CC(=O)NC=CC=CNC(=O)C=O,12
CC=CC(CC)OCNC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,25
Cc1ccc(C(=O)OCC=CC=CC=O)cc1-n1c(C)nnc1SC(C)C(=O)Nc1ccccc1Cl,35
C=CC=CC=Cc1[nH+]ccn1CCCC,14
O=CC=O,18
O=CCC(C1CC=CC1)[NH+]1CCCC1,13
CCOC(=O)C1CCCN1CC(N)=O,13
CNC(=O)CC(F)=CC=CN(C)C,12
CCC1=CC(CC)=C(n2nnc(C(=O)OC)c2NC(=O)c2ccccc2S)SC1,28
Cn1cc(C(=O)NCc2ccnc(Nc3nccs3)n2)cn1,21
COc1cccc(NC(=O)NC(C)C(=O)Nc2cccc(C(=O)[O-])c2OC(F)F)c1F,30
CCC=NCCSCCCO,10
CC(c1ccc(F)cc1Br)N1C(=O)CC(C)(C)C12C(=O)OCC2(C)Br,24
CC12CC3OCC4(C5C6(CC6(O)C1)OCCC354)C2(C)NC(=O)N1CC(C(=O)Nc2ccc(F)cc2)C2CCC21,38
CC1CCN(c2cc(C(=O)[O-])ccc2S(=O)(=O)NCc2ccccc2)CC1,26
Cc1cc2c(cc1C)N(C(C[NH3+])C(O)c1ccc(Cl)cc1)C2=O,22
C=C(Br)C=CCCC[NH2+]CC=O,11
COc1ccc(NC(=O)C(=O)NCC2=C(C)N=C(c3ccc(C(C)C)cc3)[SH]2C)cc1OC,32
CC1C(C(=O)[O-])CCC2(C(=O)[O-])N1C(=O)C([O-])(O)Oc1cc(F)c(O)c(C(F)(F)F)c1OC2(C(=O)[O-])C(=O)[O-],38
CS(=O)(=O)CCC(=O)NCCCC(=O)NCCC=C1C=CC=CC1=[NH2+],24
CC1CN2C(=O)NC3CCCC4C(=O)OC(C)(C)CC(=O)C(C(=O)C4C3)C2(C)O1,28
COCCNc1cc(Br)c(C)cc1NC(=O)C(=O)NCC1CCC[NH+](C)C1,26
C[NH+](C)C12CCC(C1)OC13CCC(C)(O1)C1C3C2CCC1C12C(=O)C3C(C)(C)OC14OC34OC21OO1,35
CSC=CC=CC=CCOC=CC=C(C)n1c(C)cccc1=NC(=O)c1ccc(F)cc1F,32
Cc1c(OCC(=O)Nc2cccc(NS(C)(=O)=O)c2)ccc2c1-c1cc3c(F)c(O)c1C(C)(O2)C(=O)N3Cl,37
CCC(C)NC(=O)C=CNC,10
CC=NN=CC=C(CC=NNC)C(=O)NCc1ccccc1Cl,22
CC=CS,3
CC(=CC=CS(C)(=O)=O)NC(=O)CNN=C1CCCC1,19
COC12CC1c1c(NC(=O)c3cc(S(C)(=O)=O)ccc3C)cccc1C1(C)OC12,28
C=CCNC(=O)NCC=CC=CC(=O)OC,15
CCC=NNCC,6
CC=CC1N(C(C)=O)C2=NN=C(SCC(=O)NC3CC3)C2(c2ccccc2Cl)C12CCCC2,32
CC=CC=CCC(C)(C)C([NH3+])CCS(=O)(=O)NC,17
C=CCCCCCNC(=O)CCNC=CNCN(C)N=CC,21
Cc1c(Oc2cc(C[NH2+]CC3CC[NH+](Cc4nc5n(n4)CC(CO)O5)CC3)cc3c2CCC3)c2c3c(c1O3)C2,38
CCCCNC(=O)C=CC=CC(=O)NNc1nc(SC)n[nH]1,21
CC=CC=CNC(=CC)C(=O)[O-],11
CC(N)=O,3
O=C(CCl)OCC1CCCC1n1cc(Cl)c(C(=O)Nc2ccc([N+](=O)[O-])c(Br)c2)n1,29
CCCNC(=O)c1cccc(C(=O)Nc2cccc(OS(C)(=O)=O)c2)c1S(=O)(=O)Cc1ccco1,34
CC(=O)OC(C)(C)C(NC(=O)C1CCCCC1)(C(=O)[O-])c1ccc(F)c(Cl)c1Cl,28
Cc1cc(Br)ccc1NS(=O)(=O)C=CC=CCNCC(F)F,21
CCCC(C)CCNC(=O)CSC=NCC,15
CC([NH3+])CCc1cccc(Br)c1,11
Cc1ccc(Cl)cc1NCCCCC=CC=CN,17
Cc1ccc(C)c(-n2cnn(C)c2=S)c1SCC(N)=O,19
C=CC=CNC(=O)C(=O)N(C)CC(=C)C,14
CC1Sc2cc3c(cc2NC(=O)COc2ccc(C(C)(C)C)cc2)C1(C#N)O3,27
CCOC=CC=CC1CN(c2cccc(C(=O)N3CCN(Cc4cccs4)CC3)c2)CC[NH+]1CC,34
C=CC=CC,4
O=C(Nc1ccc(F)cc1)N1CCCN(CC(F)(F)F)CC1(c1ccc(CF)c(F)c1F)C(F)(F)F,35
CCCCCN(c1ccc(O)cc1)S(=O)(=O)C=CC=CNC(=O)CC,24
CC([NH2+]CCc1ccc(S(C)=O)c(C23C4C2([O-])C43O)c1[O-])c1ccc2c(c1)on2C(=O)C(=C=O)N(C)C(=O)[O-],38
CC=CC=CNC(=O)C1=C(C)NS(=O)(=O)N(C)C=C1,18
NC(=O)NCC(C=Cc1ccc(Cl)cc1)CO,16
CC=CN=NC1=CCC=C(C=NC=N)C1,14
CN(c1ccccc1-c1ccccc1)c1ncc(Br)c2c(=O)c3cc(F)cc(F)c3c(=O)[nH]c12,33
CC=CC=CCc1ccccc1NC,13
C=CCN(C(=O)c1ccc(C)cc1)c1cccc(Br)c1OCC,22
CC1=NN(C2CCS(=O)(=O)C2)CCC(O)=C1C(=O)OC(C)C(N)=O,23
C=CC(=O)NC,5
COCCNC=NN=CCC=CC=CNC(=O)COc1ccccc1,24
CN(C)C,3
CCN(CC)C(=O)N=CNC1=C(C(=O)[O-])C(N)=N1,17
Cc1c(O)cccc1SCC(=O)NCCN,15
CCc1cc(NC(=O)c2ccccc2NC(=O)CNc2cc(N3CCOCC3)ccn2)ccc1C,34
CC1=C(F)C=C(C2C3c4c(C)ccc(S(=O)(=O)NC(=O)C(=O)Nc5ccccc5C(F)(F)F)c4C2([NH3+])CC3C)C1,39
C=CC=CS(=O)(=O)N(C=CC=COC)Cc1ccc(C)cc1,21
CCNC(=O)CC=C(C=COC)OC,13
O=C(NC1CCC2CC1=N[NH2+]2)N1OCOc2cc(F)c1c(F)c2F,23
C=CC1C(Cn2cncn2)C1([NH3+])c1cccc(O)c1,18
C=C(CC(=O)NC12CC3CC(CC(C3)C1)C2)N=CCC,19
CC1(C)N2C(=O)Nc3ccc(C(=O)[O-])cc3C3CC2(S(C)(=O)=O)C(=O)C2(O3)C(O)C21C(=O)[O-],32
COc1cc(OC)c(N2Cc3cccc4c3N(C(=O)C2=O)C(F)(Cl)C(CCl)O4)c(C(Cl)(Cl)Cl)c1Br,34
CC(C(=NCC(=O)[O-])OCCOc1cccnc1)c1ccccc1,23
Cc1ccnc(C(=O)NC(C=CN)(CO)c2cc(F)c(F)c(F)c2F)c1,25
COc1c(C)ccc(C(=O)NCCSc2cccc(C)c2C(F)(F)F)c1F,26
CC=CCNC(=O)COC=CC=CCCCNC=O,18
CCNC(=O)N(CCNC=O)Cc1ccccc1,17
CC=CN=CC,5
CC=CN=CCOCC,8
CCN(Cc1cc(OC)c2c(c1)c1oc(C3C4CC43)c(OC(C)(O)O)c1n2C(=O)OC(C)(C)C)CC(C)(C)C,38
CC=CC=CC(=O)NCCCCC(=O)NCCC,17
COC(=O)C=CN,6
CC(C)c1nc2cc(CNC(=O)C3CCCN(C(=O)C(F)(F)F)C3)c3c(c2o1)C=CC3C,31
CC=CN1C(=O)c2cc(C3CCCN4CCN(C(=O)CCSc5ccccc5Cl)CC34)c(C)cc21,34
CC1Oc2ccc(C(=O)c3ccc4c(c3)C([N+](=O)[O-])N4CC3CCCO3)c(c2Cl)C=NC1=O,32
O=C(C[n+]1ccc(-n2cccn2)nc1)c1ccc(Br)cc1F,21
Cc1cc2c3c(c1O)C1CC4(N5Cc6c(csc6C)CSC(C)C5=O)C(C)(C1OC3(C(C)C)C2)C4(C#N)C(C)(C)O,40
CCCC=CC=COC,8
COC(C=O)=CC=C1C2C=CC=C3C2=Cc2nn(C)c(C)c2CCN31,24
C=CC=CC1CC1C=O,8
CC[NH+](CC)C1CCCCC1N1CCC(C)C(F)C1,18
CCNC=CNC,6
CCCC(=O)NC=O,7
CCC[NH2+]CCC,6
CC(C)=O,3
CC[NH2+]CC(=O)N(C)CC=CC=CC=CC=CC(=O)OC,20
CCC1CCN(C(=O)c2cc3cc(Br)ccc3o2)CC1[NH+](C)C,22
CCCCCOc1c(OC)ccc(NC(=O)C2CCN(C(=O)c3ccco3)C2)c1Cl,29
C=CC(C(=O)NNC(=O)CC=CNC)c1cc(CC)[nH]n1,20
CCC(NCCO)Sc1nc(C)cc(=O)n1CCC(O)C(C)(C)C,23
O=Cc1ccccc1,24
CCn1c(C)nc2cc(C)ccc21,12
CC1=C(C(=O)NN=Cc2ccccc2)CC(=O)N1,17
N#CCC(=O)O,5
CC(C)(C)Oc1ccccc1NC(=O)NC1C2CCOC2C1(C)C,23
COCC[NH+](CC1=Nc2ccccc2-c2ccccc2O1)C1CC1C,24
CC=CC=CC[NH2+]CCCCNC(=O)NCCNC(=O)C(C)C,22
O=C1OC2=NC3NC4(F)OC5(F)OC(=C(Cl)C6C(c7ccc(Cl)s7)OCCN6Cc6ccc(c(F)c61)O3)C24O5,38
CC1=NNC=NN1C=CC=CF,11
CCNC=O,4
CSC1CC2NC(=O)CCC(CO)([NH+]3CCCCC3C)C2(c2ncn(C)n2)N1,27
C=NNCC(=O)NC=CC=COC,12
CC(Br)=CC=CCNC=[NH+]CCCCO,14
Cc1cc2ccc1N(C)C1=C(N(C)C(=O)C1C)C13C4NCc5ccc(cc5)-c5onc(c5CC41C3(N)Cl)C(=O)N2,39
CCOCC=CC=CNC,9
CC=CC(C)[NH2+]C(C)CCC(=O)[O-],12
CCNN,3
CCC1=C2C(C)([O-])CC3C(c4nnc5ccnccc4-5)CC4[NH+]5C(C)(c6n[n-]c(-c7ccco7)n6)C46OC4=C1C42C356,40
CCCCN(C)C(=O)CNc1ncccc1OC,17
CC(C)CCNC(=O)NC(C)c1cccs1,15
CC=CC=CCCC,7
Cc1c2cc3c4c1OC(C)OC(=O)C15CCC(C(=O)N6CC(=O)Nc7cccc(c76)N2)N(C(N)=[NH+]1)C45N(C(=O)[O-])O3,40
CC=Nn1cnnc1C,8
Cc1cccnc1NC(=O)NCCC[NH2+]CC1CCCCO1,21
CC=NNCC[NH2+]C,7
COc1ccc(-n2[nH]c(=O)c3ccc(C(N)=O)cc32)cc1C=O,22
