Smiles,NumAtoms
[NH-]C1=C(N)C(=O)C(=O)N1,8
[CH2+][NH2+]CC=O,4
C=NC1=CNCC1C,7
CCC(C)C(C)C,6
CO[CH+][NH-],3
CC1NC1C12COC1C2,8
CCC(C)C,4
CCOC(=O)CC=O,7
C=C[NH+]=C[NH-],4
CC=CC(C)O,5
CC(=O)CC(C)(C)CO,8
C1#NN234CC25CC5[NH+]3C14,8
NCC=O,3
NCC1(O)CCOC1=O,8
CNC(C)=O,4
C#C,6
CCC(C)C,4
CCCC1(C)CO1,6
CCCCOC,5
C[NH+]=C[NH-],3
N#CC1CO1,4
CCN=CN=CO,6
CCNC,3
C#C,8
CCC(O)CC,5
CCCO,3
CCCOCOC[NH-],7
CC=CCC,4
CC(C)C(O)CO,6
CNC=CCO,5
CC1=C(CC#N)[NH+]2CC12,8
N#CCCCO,5
CCC1CC(=O)N1,6
CC(C)[NH2+]C(C)O,6
CCCC,3
CC[NH+]1CC1C(N)C#N,8
CCCC,3
CC=CCC,4
CNC1COC1[NH-],6
CCCOCC,5
COCCC1(C#N)CC1,8
CCOCC,4
CCC=C(N)N,5
C#C,7
CN=CC(C)C,5
CN=C(C)N(C)C=N,7
NCC(=O)O,4
NC1[NH2+]CC2O[CH+][NH2+]C12,8
C#C,6
COC1C(C)C1O,6
CCCCCC=O,6
CCCO,3
CCC1CCC1=O,6
[NH-]C1OCCC2C3OC123,8
CCCC(C)O,5
OC1CCC1,4
CCNC1=NON=N1,7
CCCCCC=O,6
N#CC1=CC(N)=C2NN12,8
C=CCOCC,5
CCCC,3
CCCCO,4
C1CCC2CC2OC1,7
C=CCCCC,5
CC1C(O)CC2[NH2+]C21,7
CCC(C)COCO,7
CC=CN,3
CC[NH+]1CC1,4
CCCCC,4
CC#CC#N,4
CCCC,3
CC(C)C#N,4
OC1CCC1C1CC1,7
OC1CC2OCCOC12,8
N#CCCO,4
CC(C)C,3
CCOCCCO,6
CCCO,3
CCOC,3
CC=CC#N,4
CC(=O)NC(C)CC=O,8
CCC1(O)CC2(O)CC12,8
CCOCC1CCC1,7
C=CCC,3
CNC(=O)O[CH+][NH2+]C,7
CC=CCCC,5
CCO[CH+][NH-],4
CC1OC2C(N)C12C,7
CC1CC1CNC=O,7
C=CCC(O)CC,6
CC=C[NH-],3
OCCC1CCCC1,7
CC1CC1(C)C,5
CCCCC,4
CCN1CN=CN=N1,7
CCCCCC=O,6
CC1NC1C(=O)C#N,7
N#CC1(N)C2C=CC1O2,8
CCCOC(C)=O,6
C=CCC,3
NC(=O)C1CCCO1,7
CCC1=CCC(C)C1=O,8
OC1CC2CC3C1C23,7
CC=CCCCN,6
CC1C2=CCNC(=O)C21,8
[NH-]C1OC=CCO1,6
CC=CC#N,4
CCC=O,3
CCCC1CC(C)O1,7
CC(=N)NCC#N,6
C#C,3
COC1CCC1C,6
O=C1C(O)CC12CCC2,8
[NH-]C1OC2CC=CC12O,8
CC1(C=O)C2C[NH+]1C2,7
CCC(C)(C)OC,6
COCCCOC=O,7
C#C,7
O=CN1N=CC=C1CO,8
COC(C)=O,4
N=C(N)N=C[NH-],5
C#C,7
CCCC1COC1CO,8
C=CNC,3
OCCO,3
CC(=O)NC=N,5
[NH-][CH+]OCC1CC1,6
[CH-]1CCCC2OCC12,7
CCN1C=NC(C)=C1O,8
COC1=CC=NC=C1F,8
C[NH+]1CC(=O)C1C=O,7
O=C1C=CC(CO)CO1,8
O=CC1CCO1,5
CCC=O,3
CC1CC2CC1C2C,7
CC1OCC1C(N)=O,7
CC=CC,3
CC1CO1,3
C#C,3
NC=CC(=O)CO,6
CCCOC,4
OCCC1[NH2+]CC1O,7
C#C,3
CC#CCO,4
CC1NC12CCC2,6
C=CC(=O)C=CC,6
CC(=O)C1COC1C#N,8
CCOC(C)[NH2+]C,6
CC(O)(C#N)C=O,6
CCCC,3
CCC1CCC1,5
CC1CC1(C#N)C#N,7
CCCC,3
O=C1C=CCCCC1,7
CCC1CC=CC1C,7
CC[NH2+]C,3
O=CCC1CN1,5
COC[NH-],3
COCC=O,4
C#C,6
CC(C)C1COC1,6
C=CC1=CON=C1C,7
C#C,3
N#CC1(C=O)C2CC21,7
COCCCCO,6
CC(=O)C=CN,5
CCCCN,4
CCCC,3
CCOC,3
CCC=O,3
CC(O)C(C)C1CC1C,8
CC1CC2C(C)C12,6
N#CC=CN=CCN,7
C=CCC[NH-],4
CC12CCC1C2O,6
C#C,3
CCC1(C=O)COC1=O,8
O=CC=CCO,5
CCCC1COC1C=O,8
CC1C2C(C#N)[NH+]3[CH+][N+]123,8
O=C1NC=CC(O)C1O,8
N=NC=CN,4
CCCC(C)(C)C,6
CCCC,3
CC1(O)CC1CC#N,7
CO[CH+][NH-],3
CCCC(C)C#N,6
C=CC1COC1,5
O=CC(O)C1NC1C=O,8
NC=CC1=C(N)C=NO1,8
CC1=CC2C(O)C2C1O,8
CC#CC#N,4
COC(=O)C(C)C,6
C=CCO,3
CNC(=O)C(F)=CN,7
CCC[NH2+]C,4
C=CC1CC1C,5
CC=CO,3
CCNC,3
CC=CCC(C)C,6
C1C2[NH+]3C4C25C2OC23C145,8
NC=CN,3
C#C,7
C1CC2CCC2C1,6
CCCCO,4
C=CC1COC1C,6
CC(O)C1(CO)COC1,8
CNC(N)=O,4
CC1NC12CNC2,6
CC(O)C1(C)CN1,6
O=CCO,3
CCC=O,3
COC(C)C,4
O=CO,8
CCCCC,4
CC1CC1N,4
C=CCO,3
CC(O)CC1CC1,6
CCCC(=O)CC,6
O=CCC=CCO,6
CC1(O)CCC(=O)C1,7
CCC#N,3
C[N+]1=C(N)OC=C1CO,8
CC12NC1C1CC2O1,7
CCC=O,3
CC(=O)NC(O)=CN,7
CCCCC[NH-],5
CCCC,3
CN1C=C(O)NC=C1O,8
CCC=O,3
C#C,5
O=CCCC(C=O)CO,8
CC12CCC1C(=O)N2,7
COCCC1CCO1,7
[CH2+]OC1C(C)C2CC21,7
CCCCCC[NH3+],6
CCOCC,4
CC=CC=O,4
CC=CO,3
CCC1CC(C)C[NH2+]1,7
N#CC(CN)C1C2CN21,8
[CH2+][NH2+]CC,3
O=CC=O,3
CC(N)(CO)CO[CH+][NH-],8
CC1CCC1(C)O,6
CC=CCCC,5
CC[NH2+]C,3
OCCOC1CCC1,7
CC1CC1C,4
CCOC,3
O=CO,8
CCCCCOC,6
CCC1CC1(C)C,6
O=CCOC1CCO1,7
CCCO,3
CCC=CCOC,6
CC1[NH+]2C3CC3C12C,7
CCNC,3
CC1C(O)CC2(C)C[NH+]12,8
CCC(C)=O,4
CCC1C2C3C4CC13[NH+]42,8
CCCCC=O,5
C=NC=CN,4
CCNC=O,4
CCCCCC,5
CCCOC,4
C#C,3
CC(C=O)CO,5
CCCC,3
C=NNCCC,5
OCCO,3
CC1=C(CO)N=C(O)O1,8
CCCC,3
OCCO,3
CC1(CO)OCC12CO2,8
NC(=O)CCCO,6
C#C,5
CC(=O)C1C(C)C1N,7
CCC1C=C(C)CC1=O,8
CCC(C)COC,6
CCC#N,3
C=[NH+]N=CC,4
CC(C=O)CCO,6
OCCC1=COC=C1,7
CC1NC1CO,5
C1=CON2CCCC2=C1,8
CC(C)C#N,4
CC1=NC(N)=CN=C1O,8
C=COC,3
O=CCC1(O)COC1=O,8
CC1CC1,3
CCC(=O)C#N,5
CCC(O)CC=O,6
CC1CCCCO1,6
CCCCC#N,5
CCC1=C(C#N)C2=NN21,8
O=CC(C=O)CO,6
CNC=O,3
C=NC=CCOC,6
CNC1=CNN=C1C,7
CC1CC1C,4
CC1C(C)C23OC2C13O,8
COCC1CCCC1=O,8
CCCOC,4
[NH-]C=CC(N)=N[NH3+],6
[NH-][CH+]OCCCO,6
CC1NCC1NC(=O)O,8
C#C,6
CCC(=NO)C(O)C=O,8
CCCCC=O,5
CC1C=CCC=CC1C,8
CCC1CCCC1,6
CCC(=O)NC,5
CC[NH2+][CH+]O,4
CCC(C)O,4
CC1=C(C)C(C)CC1,7
C[NH2+]C1OC2C(C)C12,7
C#C,5
C=CN=C,3
CCCCC=O,5
CCC(=O)OC,5
CC(C)O,3
CCCC#N,4
N#CC12C3NC1C31OC21,8
COCC(O)C1CO1,7
CCCO,3
CNC(=O)NC=O,6
CC1(O)CC2(C#N)NC12,8
N=CNC1CCOC1,7
CCCC,3
[NH-]COCCCNO,7
[NH-]C1=[N+](CCO)C=NO1,8
N#CCOC([NH-])CN,7
CC1C(C)C1C,5
CCCCC,4
OCC1C=CC(O)C1,7
CCC(C)O,4
C=CC=O,3
OCCCO,4
[NH-]C1=CN=[N+](C=O)N=N1,8
CN=COC,4
CCC(O)C1CC2OC21,8
CCCCCNC=O,7
CCCCC#N,5
NC=CN=CF,5
CC1CCC[NH2+]1,5
C#C,6
CC(C)(C)NC(=N)N,7
C=C(O)C=CN,5
C#C,6
CCOC,3
CNCC(C)O,5
NC=C(O)C=CCO,7
CNCC#N,4
[NH3+]C1C=CC(O)C1,6
C[NH2+]C1C(C)CC1O,7
CC12C=CC=CCC1C2,8
CC[NH+]=CN=C(N)N,7
CNN=CCO,5
C=CCO,3
CCCCC=O,5
OC1CC12CCOC2,7
CC1OC1C,4
CC(C)COC=O,6
CCCCC,4
OC1CC1,3
CC#CC(C)C(C)=O,7
OCCCCO,5
CCC(C)C,4
C#C,6
CC1CCC1O,5
C1=CC2NCC=C2CC1,8
CC1C[NH+]1C,4
O=CO,8
CNCC#N,4
COC12C3CC14NC2C34,8
CC1CCC1,4
N#CC1CNC1,5
CCC12C[NH+]1C1C3OC312,8
CC1C([NH3+])C1NC(=O)[O-],8
C#C,7
CCC=CCC#N,6
CCC=CN,4
CC#CCO,4
N#CC12C3CC4C3C1C42,8
CNC(=N)N,4
CC[NH2+]CNC=O,6
CCCCCC,5
CC1CC(=O)OCC1O,8
CC(=O)NCCC#N,7
CC1(CO)CC=CC1,7
CN=CN,3
CCCCC(C)O,6
C#C,8
OCCCC1COC1,7
CCCCCC,5
O=CCC1(O)CC1CO,8
CNC=CNC=O,6
C[NH2+]CCN,4
COCCC(C)C#N,7
O=C1CC2=CCC(O)C12,8
CN(C=N)C=N,5
C1=NC=C(C2CN2)O1,7
CC12NCC1OC2[NH-],7
C=CC=CC(C)(C)C,7
O=C1CNC2CC3C2N13,8
CCOCCC#N,6
OCC12CC3NC3C1O2,8
COC1C2C=C(C)CC21,8
C1CC2CCC2C1,6
CCNCC#N,5
C[NH2+]CC(C)OC,6
CCC1OCC1C,6
CCC=CC(C)=O,6
CC(C)CCCO,6
C=C[NH+]=C[NH-],4
CNCCO[CH+][NH-],6
COCC(N)=O,5
CC1C(=O)CC1(C)C,7
N#CC12OCC1NC2=O,8
COCCC1CC1C,7
CCCC,3
CCC(C)CO,5
O=CO,5
CCCCO,4
O=C1CC2=CCC3C2N13,8
CCC#N,3
O=CC=CO,4
CCNC1=CNN=C1,7
CC1(OC=O)CCCC1,8
CC(C)CCO,5
CC(CO)CC1NC1C,8
COC1C=CCN=CO1,8
O=CO,4
NCC=O,3
O=CO,8
C#C,4
CNC1=C(O)C(N)C=C1,8
C#C,7
O=C1NCC2(O)CC2O1,8
