Smiles,NumAtoms
CC=CC=CCNCCCn1c(=O)c2ccccc2c(=O)n(C2CC2)c1=O,26
O=CC=CC=CC=CO,27
C=COc1nc(-c2ccccc2)nc2cc(OC)ccc12,20
C=CC=CCOC(=O)c1cc(C(=O)c2c3c4[nH]c2c(=O)n4C(C(C)C)C3C2CC2)ccc1OC,33
CCOC(=O)C(Cl)(Cl)Oc1c(F)c(Cl)c(S(=O)(=O)N2Cc3c(Cl)c(Cl)c(O)c(O)c3C23CCC(Cl)C3)c(Cl)c1Cl,39
CC(=O)N(CC=CC=C(C)Cl)c1cccc(C(C)(C)C)c1,20
CC1CCCC(C)N1NC(=O)c1ccccc1,16
O=CO,33
CCCNC(=S)SCCN,9
CC(=O)c1ccc(-n2c(-c3ccccc3)cc(N3CCN(c4cncnc4)CC3)c2CC#N)cc1C=O,36
CC=CC=CC(C1COC1)N(Cc1cccs1)C(=O)COCc1ccc(Br)cc1,28
OC(C(F)(F)F)C(F)(F)Sc1nc(Cl)c2ncn(C(F)(Cl)C(F)C(Cl)COc3c(Cl)ccc4c3OC(Cl)CO4)c2n1,40
NCc1cccc2c1N(C(=O)COC(=O)C(=CC=[N+]([O-])[O-])NC(=S)Oc1ccc(Cl)cc1)CC2,33
CCC=CNC=CC=Cc1nn(-c2ncc3c(N)n[nH]c3n2)c2c1CCN(C(C)=O)C2,30
CCOc1ccccc1C=CC=CC(O)(CCCn1cnnn1)c1ccc(Cl)cc1,29
CC(CS(=O)(=O)N(C)CC(=O)[O-])OCCOC(OC1=[N+]([O-])C(=O)N2CCCC2C1=O)C(=O)O.[Na+],34
CCNC(=O)C=CC=CCC=CC=C(C)O,15
CCC(=O)Nc1ccccc1C,11
N=CC=CC=CNC1=NC(C(N)=O)CCS1,15
CCOS(=O)(=O)NCC(C)CNCCCc1cc2c(cc1F)OCCO2,25
CNCC1=CC2CCC(=O)N2CC1C(=O)OC,16
CC=CCCOc1ccccc1,11
C=CC=Cn1c(C(=O)NCC2(c3ccccc3)CCCCC2)cc2cc(Br)cc(Cl)c21,30
O=C1Nc2cc(Oc3ccc(Cl)cc3F)cc(c2)SC2(Cl)C(Cl)OC(Cl)C(F)(Cl)N2C2=C1[SH](Cl)C(NCl)=N2,37
CC(=O)OCCCCCCCOC=CC(O)=C(O)SCC(=O)N(C)C=C(C=CCO)C(C)=O,32
CNCC=CC=CNC(=O)c1ccccc1N(CCOC)C(CNC(C)=O)c1ccccc1,32
CNC(=O)C=CC=CSC=Cc1ccccc1OC,18
C=CC=CC(=O)NCC=CC=CSCCCC,16
COc1cc2c(C(C)C(=O)O)c(c1OCC(O)Cn1c([N+](=O)[O-])cnc1C)-c1c(Cl)cccc1-2,33
Cc1ccnc(N(C)C2CCSC(c3coc4cccc(Cl)c34)C2C)n1,25
C=CC=Cc1ccc(NC(=O)C(Cl)N(C)N=Nc2ccc(Cl)cc2Cl)c(Cl)c1C,28
O=C(NN=C(c1ccccc1)c1ccccc1)c1ccc(O)cc1Oc1ccccc1,30
CN1C(=O)C2C(OC(Cl)C2(Cl)Cl)C1c1cc(CN2CCc3ccc(C(F)(F)F)cc3C2)ccc1Cl,34
CC=CC=CC(=O)NC=NN=CSC,13
CC1N(c2ccc3cc(-c4nc(-c5nc6c(C(N)=O)cccc6o5)cs4)ccc3n2)CC2(N)N3CC3C(C)(Cl)N12,39
CCNC(Oc1ccc(OC)c(F)c1)C(CN1CCN(c2ccccc2Cl)C(Cl)C1)OCl,31
CC=CC=C(C)CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)NC,21
COc1cccc(CCNCCO)c1,13
CC(C)CC1=NC(C)(C)C(=O)N1,11
CC=C(N)C=CC=CC#N,9
CC=CC=CN=CC=C(O)C=CC,12
CC(=O)C=C(C)N(Cc1cc(O)ccc1Cl)c1ccc(Br)cc1,22
CCOC(=O)c1ccc(NC(=O)c2csnn2)cc1C=NC(C)=CN=C(N)N=CN,29
COC1(C(Cl)c2n[nH]c(C)n2)COc2c(cc(-c3c(Cl)cc(CCl)cc3C(=O)N3CCCC3Cl)c(Cl)c2C#N)O1,39
Cc1ccc(NC=CC(=O)NC2CC2)cc1C(=O)NO,19
C=CC(=O)c1cc(OCc2ccc3c(=O)[nH]c(=S)[nH]c3c2)cc(C)n1,24
COC(=O)C1CC2(C)C3CCC4C5C(NC(=N)N)CCN(S(C)(=O)=O)C5C5CC6C3C1CCC5(C)C462,35
CC(=CC=CCN1C(=O)CCc2ccccc2C1=O)c1c(F)cccc1F,26
C=NCCCNC=CC=CC(C)=O,12
CNOCC12C(=O)N1c1nn3c(c1C(=O)N2C)N=C(CC(C)C)C3=O,24
C=C1CCCCC1N(C)C(=O)COC(=O)CN(C)C(=O)CC(C)N(C(=O)C1=CSCS1)C(C)(C)C,34
NC=NC(=O)NC1OC(COP(=O)(O)O)C(O)C1NS(=O)(=O)c1ccccc1O,28
O=CO,31
CN=C(N=CNC(=O)C=CC=CC#N)c1ccco1,18
CC=CC=CS(=O)(=O)C=CC=CC=C(c1ccc(F)cc1)c1cncnc1N,27
CCC1=C(C(=O)NCCc2ccc(Cl)cc2)SC(C(=O)Nc2cccc(OC(F)F)c2)C1=O,32
Cc1noc(-c2ccccc2)c1C(=O)N(Cc1ccc2cccnc2c1)C1=C(c2ccco2)c2ccccc2[SH]1Cl,40
C=CC=COC(=O)C(CC)CN(CC)C(=Nc1csc(C2CC2(Cl)Cl)n1)n1cc(Cl)ccc1=O,33
OC=CCNC1CCCCCC1,11
O=CCCC=NC=CCC1(O)CC(O)C(CO)O1,17
Cc1ccc(-c2nc(CC[n+]3cc4ccccc4oc3=O)sc2-c2ccc(OC(F)(F)Cl)cc2)cc1.[Cl-],40
CC(C)Oc1ccc(S(=O)(=O)Nc2cccc(C(=O)N3CCCC3)c2)cc1NS(C)(=O)=O,31
COC=CC=C(CO)CSc1cnc(Nc2ccc(F)cc2)cn1,23
O=C1CC(SCC(Cl)=C2CC(Cl)=C(Cl)C=C2Cl)c2cc(Br)ccc2O1,24
CC=CC=CNC(=O)CSCNCc1nnc(NC2CCCC2)cc1C#N,26
O=C(Nc1ccccc1)Oc1ccc(Br)cc1C(=O)OC1CCS(=O)(=O)C1,26
COc1ccccc1NC=O,10
COc1ccc(C=NN(CCc2ccccc2)C(=O)CSc2nnc(C(C)(C)O)[nH]2)cc1OCCOCC=O,38
CCCC=Cc1n[nH]c(N)n1,10
CCNC=NCC=CCC(=O)NC=N,13
CCNC(=O)C1=CC(C)(c2cc(F)ccc2F)C(=O)N(CCN(CC)CC)C1,27
OCl,27
CC=CC=CC(=O)NC=NCC,11
C=CC=CC=CC(O)=CC(C)c1ccccc1,16
CC=CC(=CC=O)CCOc1ccc2sc(C3CC(O)C(CO)O3)nc2c1,26
CSC=NC=CCC=C(C(=CC=O)c1cccc2c1Cc1cc(F)cc3ccc(cc13)S(=O)(=O)O2)[N+](=O)[O-],37
CC=CC=CCOC(=O)C(OCC#N)C(=Cc1ccnc(N(C)CCl)n1)c1ccc(F)c(C)c1,33
CC(C)C=NN=COCC(O)CNCCC=CC=C[NH+]=O,20
CCNc1nc(Oc2ccc3cccnc3c2)nc2cc(OC)ccc12,25
CC12CCN(c3ncnc4[nH]ccc34)C3CC(NC(=O)c4ccc(N([SH]=O)C(N)=O)cc4)(CCC31)C2,35
CCCN(CCC)C(=O)c1ccc2ccccc2c1C(C)(C)c1ccccc1,27
CCCCC(=O)Nc1ccc(CC(=O)O)cc1,16
CC=CCC=CC=CC=COCCNC(C)=O,16
COc1ccccc1C(=O)NN=CC=CC=CCC(=O)NCCc1ccc(Cl)cc1,29
CCNCCCC(=Cc1ccc(OC)c(OC)c1)OCc1cccc2ocnc12,28
COc1cc(-c2cccc(NCC=CC=C(Cl)CCl)c2)c(OC)c(OC)c1OC,28
C=Cc1ccccc1Nc1nnc2c(Cl)nc3c(c(C)c(C(=O)F)c4c(=O)c43)c2c1[N+](=O)[O-],32
CCC=C(Nc1nc(Cl)nc(NC(C)(C)C)n1)c1cnc(SCCS(=O)(=O)O)n1CC,30
C=C(C=CC(C)=CC#N)C=C(C=Cc1cc(F)cc(C(C)(C)C)c1C)C(=O)O,27
C=CC=CCN1CCCN=C1c1cc(Br)ccc1O,18
Oc1nc(OC2CC2)nc(N(Cl)SC(=NC(c2ccccc2)c2cccc3ccccc23)Nc2ccc(F)cc2)n1,40
CCCCNC(=O)CCCCCCNCCCN,17
O=C(Nc1ccc(S(=O)(=O)Cc2ccccc2)cc1)c1ccccc1Cl,25
COc1ccc(C(C)=O)c2c1SC(Cl)(N1C(Cl)C(Cl)OCC1(Cl)Cl)S2,24
C=CCCCNCCNS(=O)(=O)C=CC=CC=CSC=CC,21
O=CO,26
Cc1cc(C)c2c(c1Cc1c(C)noc1C)NC(=O)C2Cl,20
CC=CC=CSC=C(SCNCC)N1CCCCC1,18
O=CNC=CC=CCCNC(=O)C=CC=CCOCc1ccccc1,24
CCC(=NC(C)C)N1CCN(c2cc3c(cc2Cl)OCCO3)CC1,23
C=CC=CN(C(=O)C(=O)C1(NC(=O)N(C)CC)CC2CCCC(CC2)C1)c1ccccc1,31
Nc1nc(CN2CCOC(CO)C2)c(-c2ccc(F)cc2)[nH]1,21
Cc1cc2c(cc1C)Nc1cccc(c1NC(=O)C1CCN(C3CCCCC3)CC1)-c1nnc(o1)N2,35
COc1cc(Cl)c2c3ccc(Cl)c(Cl)c3n(C(Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)c2c1Cl,28
CN(C)c1nc2ccc(S(N)(=O)=O)cc2nc1OC1CC1,20
CCCC(=O)C=CC=CO,9
CNC=NCS(=O)(=O)NC(C)C=O,12
C=CNCCc1ccccc1N=C(SC(C)(C)C)N1CCOCC1,23
CC=CN=CNCCNC=CC=CC(=O)NC=O,17
O=CO,16
CC=CC(SCCCNCC=O)c1ccccc1,17
CCCCCCCC(C)C,9
CCOC(=O)c1cnc(N2CC(=C(c3ccccc3)c3ccccc3)C2)c(N)c1,28
COc1ccccc1C=O,9
CC=C(O)C=COC(CCC(=O)N1CCCCC1)Nc1ccccc1C,25
C=CC=CCc1cncnc1N,11
CCCCNC=C[NH+]=CC=CC=CNC=CC=CNC,19
CNC=CC(c1cccc2oc(NCCc3cccc(Oc4ccc(F)c(C)c4)c3)nc12)C(F)(F)F,35
Cc1c(Sc2cc3c(c(Cl)c2NC(=O)c2ccc(OCc4ccccc4)cc2Cl)OCCO3)ccc2ccccc12,40
O=CO,36
NCC1(C2CC2)CCC(Oc2ccc(-c3nnc4n3-c3cc5ccccc5nc3CC(=O)N4)cc2)CC1,36
O=CNC=CCCNC(=O)NC=CC=CS(=O)(=O)NCCO,21
COC=CC=C(C)C[NH+]1Cc2ccc(C(=O)Nc3ccc(C(C)C)cc3)cc2C1,28
CCC=NCCC(CO)NCCN(C)C,14
CC=CCNC(C)CC=CC=COC,13
CCCCCCCCCCCCC,12
CCCCNC(CC(N)=O)c1cccc(S(=O)(=O)NCCc2ccncc2)c1,27
FC(F)F,18
COC=CC=CC=CC(=O)OC,11
CC(N)(Cc1csc2c(Cl)cnn12)C(=O)NCCC=CC=CN,22
C=CC=CNC(=O)NN(C)CCS(=O)(=O)NCc1ccc(Cl)cc1,23
COCC(C=NN)OC1=C(C(=O)O)C(=O)c2ccc(Cl)c(Cl)c2C1=O,24
CC(=O)c1nc(NC2(Cl)CCN(C(=O)Nc3ccccc3Cl)CC2Cl)c2nc1OCC(C)(CC1C3C4CC143)OC2=O,40
CCN(CC)C1CC(Cl)Oc2ccc(c(Cl)c2)CN2CCC3CNC(=O)C2(C3)N(C(=O)c2cc3ccccc3s2)C1,40
CCNC(=NC(Nc1ccccc1)=C(C#N)c1nsc(N)n1)N(C)CC,25
CCCCCCCCCC,9
COC=CC(=CCO)NC(=O)C1=CC=C2CC(=C1)N(c1ncnc3cc(-c4ccc(C)cc4)nn13)C2,35
CC(C)NC(=O)CCCN1CCC(N)C1C,15
N#Cc1ccsc1Nc1ccccc1,13
C=CC(=NC(=CNCCN(C)C)S(=O)(=O)c1ccccc1)c1ccccc1,26
O=CO,18
CNCC=CNC(=O)NCC=CC=CC=NC=CCN,19
CCC(=O)OC1C(N(C)C(=O)c2cccc(OCc3ccccc3)c2NC(=O)c2ccc(Cl)cc2)CCS1(=O)=O,39
CC=CC=CC=NNCC(=O)Nc1ccccc1CNS,20
C=CC=CCN1C(=O)C2(C)C(C(=O)OC)=Cc3cc1ccc3CN2S(=O)(=O)CC(N)=O,30
COC=CCC=NNC(C)=O,10
C=CC(=O)N(C)CCc1ccccc1,13
Cc1c(NC(=O)OCCC(C)C)ccc2c1C=C(C(=O)Oc1ccc(Cl)cc1)S2(=O)=O,30
CCC(C)C(N)C(=O)N1CC(Cl)(Cl)C(N2CCOCC2)CC1Cl,22
CC=CC=CNC(=O)CN(C(=O)CNCCC)c1ccc(F)c(Br)c1,24
CC=CC=CC=CSC=CC=O,11
Cc1ccccc1CN1CCCOCC1,14
CCOC(=O)C=C(C)OCC(=O)NC=C1C=CC=C1CC,20
NC=CC=COCC=CC(F)F,11
C=CC(=O)OCCC1(C)CCc2cc(O)ccc2C1(C)CC(=O)OCC(C)(C)C,28
CCCC(=O)NC=NC(=CC#Cc1ccccc1)c1ccccc1,23
CC=CC=C(O)CC(=O)NCCC,12
CC=CCC=CC=CC(C)C,10
CC=CC(=O)N(C)CC=CC(=CC)C(=O)NC1CCCCC1,21
CC(=O)OC1=C2C(c3ccc(F)cc3)NC2(CCn2cccc2)C(=O)N1OC1C(CNCCCN)C1(C)C,37
O=Cc1ccccc1,34
COC(=O)C(Cc1scc(Cl)c1C)CN(c1nc(-c2cccc3ccccc23)cs1)C(C)CCl,33
CCC(=O)N(Cc1ccccc1)C1Cc2ccccc2CN1C,22
C=CC=CNCCN=CCC=CC=COC,15
OCCOc1cncnc1-c1ccc(N2CCOCC2)cc1,21
Cc1cc2c(Cl)cc(Cc3ccccc3)cc2n1P(=O)(OCl)OCl,23
CSC=CS(=O)(=O)C=CC=CS,11
COC=CC=CN=CC=CC=CC=CCCC(F)(F)P(=O)(O)O,22
CCNCCCCN=CN,9
O=C1NC(=S)C(=C(Oc2c(O)cc(SC(F)(F)F)cc2Cl)c2ccc(OCC(F)(F)F)cc2)O1,33
CC(=O)NC1OC(Cc2ccccc2[N+](=O)[O-])C=C1CCN,21
COC1C(=O)N(C2CCCCC2)CC1OCCN,17
C=CCOc1cccnc1NC(=O)COC,15
CCC1(C)NC(=O)N2C1=C(OCl)C=CC2C(Cl)CN1CC(Cl)C2(c3ccccc3)CCC2C1,32
Oc1ccccc1,37
C=CCN(C(=O)NC(C)C)C(=S)NC(=O)c1ncn(-c2ccc3c(c2)OCCO3)c1C(F)(F)F,33
CC(C)CCN1CCC(C)C1,10
CCN(C(=O)C(C)CCN=C(S)N1CCN(c2ccccc2)CC1)c1ccccc1,29
CCOCOc1cc(NCl)ccc1Nc1ncc(-c2cn(C)nc2Cl)c(N)n1,27
CC1=C(C)C(c2cc3c(nc2Cl)SC=CN3C)=NC(=Cc2cc(C(F)(F)F)ccc2N2CC(C(C)C)CC2C)S1,39
CC(=O)NC1(C)C=C(c2ccc(NC(=O)Nc3ccccc3-c3ccccc3)cc2)C1(C)O,32
CCC(CC(C)(C)C)C1CC(NN=COC)=CC(=O)C1O,20
C=CNC(=O)COC=CC=CCN=CNC=CC=CCC,20
COc1cc(S(C)(=O)=O)c([N+](=O)[O-])cc1C1CCC(NS(C)(=O)=O)N1C,25
CCOc1cc(C=Cc2nc3cccc(Cl)c3o2)ccc1OC,22
O=C(O)C1CC(Cl)C(c2c(O)nc(-c3ccc(C(F)(F)F)cc3)[nH]c2=O)=NN1,27
C=CC=CC(=O)CCCN1C(=O)N(C)C(CO)c2nc(N)c(-c3ccc4c(c3)OCO4)c1n2,32
COC=CNC=CC=CC=CN,11
C=CC=COCOc1c(S(=O)(=O)NCc2sccc2Cl)ccnc1-c1nc(-c2ccc(C)nc2C)no1,36
COCOCCOc1cccc(Cn2cc(Cn3ccnc3)nc2N2CCCCC2)c1,30
COc1cc(COC(=O)CS)c(-c2nc(C)cc(-c3cc(=O)n(C(C)C)c(=O)[nH]3)n2)c2c(Cl)c(Cl)oc12,36
Cc1cc(C(=O)COC(=O)CNC(=O)N2CCOCC2)cn1C,22
COCCNC(=O)C=CC=CNCCNC(=O)C=C(C)Cl,20
O=CO,21
CCn1c2ccc(C(C)C)cc2c2c(O)cccc21,18
COCc1ccccc1S(N)(=O)=O,12
CC(C)CCC1CNC(=O)N(c2ccccc2)C1=O,18
CCOC(=O)CC1OC2=CC(O)=C(C)OC=C2C1C=C1CC1CCO,24
CC(NS(=O)(=O)c1ccc(C2(C)CCN(C)CCC2NC(=O)C(C)(C)C)c(C(C)C)c1)C(=O)O,33
C=CC=CNC=CC(C)Oc1cccc(C(=O)NC(Cc2c[nH]cn2)C(=O)O)c1,28
CCC(=O)Oc1c(Oc2ccc(-c3ncco3)cc2F)c(C#N)cc2c3ncccc3n(Cc3ccccc3F)c12,40
C=CC=CC1CCC2(c3ccccc3)C(C)=CC=C2NC1=O,21
O=[N+]([O-])C=Cc1ccccc1,30
CCNC=Nc1ccc(C)c(-c2nc3ccccc3s2)c1,20
NC(CNCCN(O)c1ccccc1-c1ccccc1)c1nc(-c2ccccc2)cs1,30
CC(CNC=CC=CO)Oc1ccc2c(c1C(=O)NN1CC3CC1CO3)OCO2,28
Cc1ccc(Cl)cc1NC(=O)CNC=N,14
C#C,27
O=CO,24
O=Cc1cccc(O)c1,21
NC1=NS(=O)(=O)c2ccc(NCCn3cccn3)cc21.[Na+],35
CCOC(=O)C(C(Cl)c1ccc(Cl)c(Cl)c1Cl)C1(N)CCC2CCC(Sc3nnc(C)n3C)CC2(Cl)CC1(Cl)Cl,39
CC=CC=CCNC(=O)Nc1cccc(F)c1,16
CC=NCC=NC=CCC=CNC(=O)COC=NN=CC=CC=CNC,25
CC(C)(Cl)C(=O)NS(=O)(=O)C(Cl)(Cl)c1cc2c(C=CC=CC=N)c(Cl)ccc2o1,28
CCc1cc(NC(=O)c2n[nH]c(=O)c3c2CCCCC3)ccc1C,23
CC1=C(C(=O)NO)C(c2ccccc2)c2ccccc21,19
N#CC(=C1NC2CCN(C3CCCC3)CC2C1c1ccc2ccccc2c1)c1cc2ccccc2n1C1CCCC1,40
CC=CNc1nccnc1NCCNC=CC=CC=CC=NOC,23
C=CC=CC=Nc1cncnc1NCC=C,15
CC=CC=CN(C=CS(=O)(=O)NCCN(C)CCC(=O)c1c(F)cccc1F)Cc1ccccc1,34
CC(O)C1NC(CO)C(O)C1O,11
CC(C=O)=NC1(C(N)C2NC(=O)C(OC(=O)c3cc4c(cc3Cl)OCO4)C2=O)C(O)C(C)CC2C(C)C(C)C21,38
CC(=O)N1C(=O)C(c2cc3cccnc3c(=O)n2O)C(Cl)C2C1OC1CCOC23OC(=O)C13Cc1ccc(F)cc1,40
CCCN(CCC)C1CCC2CCCCC21,15
CC(O)C=CC=CC=CC=C(COCc1ccco1)c1ccc(N)cc1,25
CCCCCCCC(=O)NCCNCC(O)CO,17
C=Cc1c(C#N)nc(NC2=NN=C(c3occ(Cl)c3Cl)[SH]2Cl)c(Cl)c1Cl,25
O=CO,39
CC(C)C=C1C(=N)CCNC1=O,11
C=CC=COC=CC(NCCOC)c1ccccc1,18
COc1sc(NC(=O)CSc2ccccn2)nc1C1=CC=C(C)S1(=O)=O,25
NC=CCCNC(N)CCN,10
CCCCSc1ccc(OS(=O)(=O)O)c2c1C(=O)c1ccc(N(CC)C(C)(C)C)cc1-2,30
